"personal_id","occupation1","age","p_mig","max_inc"
1860009,"gårdsägare",52,0,744.670288085938
1860009,"gårdsägare",53,0,744.670288085938
1860009,"gårdsägare",54,0,744.670288085938
1860009,"gårdsägare",55,0,744.670288085938
1860009,"gårdsägare",56,0,744.670288085938
1860009,"gårdsägare",57,0,744.670288085938
1860009,"gårdsägare",58,0,744.670288085938
1860009,"gårdsägare",59,0,744.670288085938
1860009,"gårdsägare",60,0,744.670288085938
1860009,"gårdsägare",61,0,744.670288085938
1860009,"gårdsägare",62,0,744.670288085938
1860009,"gårdsägare",63,0,744.670288085938
1860009,"gårdsägare",64,0,744.670288085938
1860010,NA,0,0,NA
1860010,NA,1,0,NA
1860010,NA,2,0,NA
1860010,NA,3,0,NA
1860010,NA,4,0,NA
1860010,NA,5,0,NA
1860010,NA,6,0,NA
1860010,NA,7,0,NA
1860010,NA,8,0,NA
1860010,NA,9,0,NA
1860010,NA,10,0,NA
1860010,NA,11,0,NA
1860010,NA,12,0,NA
1860010,NA,13,0,NA
1860010,NA,14,0,NA
1860010,NA,15,0,NA
1860010,NA,16,0,NA
1860010,NA,17,0,NA
1860010,NA,18,0,NA
1860010,NA,19,0,NA
1860010,NA,20,0,NA
1860010,"piga",21,0,54.6035499572754
1860010,NA,22,0,NA
1860010,NA,23,0,NA
1860011,NA,0,0,NA
1860011,NA,1,0,NA
1860011,NA,2,0,NA
1860011,NA,3,0,NA
1860011,NA,4,0,NA
1860011,NA,5,0,NA
1860011,NA,6,0,NA
1860011,NA,7,0,NA
1860011,NA,8,0,NA
1860011,NA,9,0,NA
1860011,NA,10,1,NA
1860011,NA,11,1,NA
1860011,NA,12,0,NA
1860011,"lärling",13,1,643.220336914062
1860011,"lärling",14,0,643.220336914062
1860011,"lärling",15,0,643.220336914062
1860011,"lärling",16,0,643.220336914062
1860011,"lärling",17,1,643.220336914062
1860011,"eldare",18,0,777.862731933594
1860011,"eldare",19,0,777.862731933594
1860011,"eldare",20,0,777.862731933594
1860011,"eldare",21,0,777.862731933594
1860011,"eldare",22,0,777.862731933594
1860011,"eldare",23,0,777.862731933594
1860011,"eldare",24,0,777.862731933594
1860011,"smidesarbetare",25,0,777.862731933594
1860011,"smidesarbetare",26,0,777.862731933594
1860011,"smidesarbetare",27,0,777.862731933594
1860011,"smidesarbetare",28,0,777.862731933594
1860011,"smidesarbetare",29,0,3839.78051757812
1860011,"smidesarbetare",30,0,3839.78051757812
1860011,"smidesarbetare",31,0,3839.78051757812
1860011,"smidesarbetare",32,0,3839.78051757812
1860011,"smidesarbetare",33,0,3839.78051757812
1860011,"fabriksidkare",34,0,3839.78051757812
1860011,"fabriksidkare",35,0,3839.78051757812
1860011,"fabriksidkare",36,0,3839.78051757812
1860011,"fabriksidkare",37,0,3839.78051757812
1860011,"fabriksidkare",38,0,3839.78051757812
1860011,"fabriksidkare",39,0,3839.78051757812
1860011,"fabriksidkare",40,0,3839.78051757812
1860011,"fabriksidkare",41,0,3839.78051757812
1860011,"fabriksidkare",42,0,3839.78051757812
1860011,"fabriksidkare",43,0,3839.78051757812
1860011,"fabriksidkare",44,0,3839.78051757812
1860011,"fabriksidkare",45,0,3839.78051757812
1860011,"fabriksidkare",46,0,3839.78051757812
1860011,"fabriksidkare",47,0,3839.78051757812
1860011,"fabriksidkare",48,0,3839.78051757812
1860011,"knivfabrikör",49,0,3839.78051757812
1860011,"knivfabrikör",50,0,3839.78051757812
1860011,"knivfabrikör",51,0,3839.78051757812
1860011,"knivfabrikör",52,0,3839.78051757812
1860011,"knivfabrikör",53,0,3839.78051757812
